;species;subsp;lat;lon;collectionCode;year;basis
5044;Crax fasciolata;NA;-19.4453;-57.0758;EBIRD;2015;GBIF
5045;Crax fasciolata;NA;-16.7817;-56.8736;EBIRD;2004;GBIF
5046;Crax fasciolata;NA;-16.7817;-56.8736;EBIRD;2004;GBIF
5047;Crax fasciolata;NA;-16.5115;-56.7457;EBIRD;2004;GBIF
5048;Crax fasciolata;NA;-16.3719;-56.631;EBIRD;2004;GBIF
5049;Crax fasciolata;NA;-16.7817;-56.8736;EBIRD;2004;GBIF
5050;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2015;GBIF
5051;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2014;GBIF
5052;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2014;GBIF
5053;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2014;GBIF
5054;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2014;GBIF
5055;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2014;GBIF
5056;Crax fasciolata;NA;-10.7347;-49.8567;EBIRD;2015;GBIF
5057;Crax fasciolata;NA;-10.7347;-49.8567;EBIRD;2015;GBIF
5058;Crax fasciolata;NA;-10.7347;-49.8567;EBIRD;2015;GBIF
5059;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2009;GBIF
5060;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD;2015;GBIF
5061;Crax fasciolata;NA;-16.4642;-56.6906;EBIRD;2015;GBIF
5062;Crax fasciolata;NA;-9.73255;-50.3253;EBIRD;2014;GBIF
5063;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2011;GBIF
5064;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2014;GBIF
5065;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2010;GBIF
5066;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2010;GBIF
5067;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2010;GBIF
5068;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5069;Crax fasciolata;NA;-16.5131;-56.3778;EBIRD;2010;GBIF
5070;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5071;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2015;GBIF
5072;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5073;Crax fasciolata;NA;-10.103;-48.4351;EBIRD_BRA;2014;GBIF
5074;Crax fasciolata;NA;-10.103;-48.4351;EBIRD_BRA;2014;GBIF
5075;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2015;GBIF
5076;Crax fasciolata;NA;-9.31073;-49.9581;EBIRD_BRA;2013;GBIF
5077;Crax fasciolata;NA;-18.9356;-57.6644;EBIRD;2015;GBIF
5078;Crax fasciolata;NA;-6.04428;-50.5635;EBIRD;2015;GBIF
5079;Crax fasciolata;NA;-9.68957;-56.6377;EBIRD;2015;GBIF
5080;Crax fasciolata;NA;-10.7347;-49.8567;EBIRD;2015;GBIF
5081;Crax fasciolata;NA;-18.2598;-52.8881;EBIRD;2015;GBIF
5082;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2015;GBIF
5083;Crax fasciolata;NA;-18.261;-52.8884;EBIRD;2015;GBIF
5084;Crax fasciolata;NA;-19.953;-56.3054;EBIRD;2015;GBIF
5085;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2015;GBIF
5086;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
5087;Crax fasciolata;NA;-20.0871;-56.6146;EBIRD;2015;GBIF
5088;Crax fasciolata;NA;-19.953;-56.3054;EBIRD;2015;GBIF
5089;Crax fasciolata;NA;-19.953;-56.3054;EBIRD;2015;GBIF
5090;Crax fasciolata;NA;-20.0871;-56.6146;EBIRD;2015;GBIF
5091;Crax fasciolata;NA;-20.0858;-56.6154;EBIRD;2015;GBIF
5092;Crax fasciolata;NA;-20.0858;-56.6154;EBIRD;2015;GBIF
5093;Crax fasciolata;NA;-16.5131;-56.3778;EBIRD;2015;GBIF
5094;Crax fasciolata;NA;-21.1587;-56.4478;EBIRD_BRA;2015;GBIF
5095;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2015;GBIF
5096;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2015;GBIF
5097;Crax fasciolata;NA;-15.7715;-48.0885;EBIRD;2015;GBIF
5098;Crax fasciolata;NA;-15.7715;-48.0885;EBIRD;2015;GBIF
5099;Crax fasciolata;NA;-17.354;-56.7643;EBIRD;2015;GBIF
5100;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2015;GBIF
5101;Crax fasciolata;NA;-25.9832;-58.1649;EBIRD;2015;GBIF
5102;Crax fasciolata;NA;-25.9832;-58.1649;EBIRD;2015;GBIF
5103;Crax fasciolata;NA;-17.354;-56.7643;EBIRD;2015;GBIF
5104;Crax fasciolata;NA;-15.7715;-48.0885;EBIRD;2015;GBIF
5105;Crax fasciolata;NA;-19.7593;-55.2181;EBIRD;2015;GBIF
5106;Crax fasciolata;NA;-20.3935;-54.5871;EBIRD;2015;GBIF
5107;Crax fasciolata;NA;-20.3935;-54.5871;EBIRD;2015;GBIF
5108;Crax fasciolata;NA;-17.354;-56.7643;EBIRD;2015;GBIF
5109;Crax fasciolata;NA;-16.7428;-56.8611;EBIRD;2015;GBIF
5110;Crax fasciolata;NA;-17.1174;-56.9292;EBIRD;2015;GBIF
5111;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5112;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2015;GBIF
5113;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5114;Crax fasciolata;NA;-9.59548;-55.9326;EBIRD;2015;GBIF
5115;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2000;GBIF
5116;Crax fasciolata;NA;-15.7287;-47.9078;EBIRD;2013;GBIF
5117;Crax fasciolata;NA;-9.53813;-55.9032;EBIRD;2015;GBIF
5118;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5119;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5120;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5121;Crax fasciolata;NA;-14.1181;-66.7755;EBIRD;2014;GBIF
5122;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5123;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5124;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5125;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;1998;GBIF
5126;Crax fasciolata;NA;-9.67902;-50.3903;EBIRD;2015;GBIF
5127;Crax fasciolata;NA;-9.73866;-50.1882;EBIRD;2015;GBIF
5128;Crax fasciolata;NA;-9.73866;-50.1882;EBIRD;2015;GBIF
5129;Crax fasciolata;NA;-18.2528;-53.3433;EBIRD;2015;GBIF
5130;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5131;Crax fasciolata;NA;-18.2528;-53.3433;EBIRD;2015;GBIF
5132;Crax fasciolata;NA;-9.83543;-50.3568;EBIRD;2015;GBIF
5133;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5134;Crax fasciolata;NA;-9.83543;-50.3568;EBIRD;2015;GBIF
5135;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;1998;GBIF
5136;Crax fasciolata;NA;-9.84388;-50.3047;EBIRD;2015;GBIF
5137;Crax fasciolata;NA;-21.1156;-56.5151;EBIRD;2015;GBIF
5138;Crax fasciolata;NA;-21.1156;-56.5151;EBIRD;2015;GBIF
5139;Crax fasciolata;NA;-9.97911;-50.0314;EBIRD;2015;GBIF
5140;Crax fasciolata;NA;-9.99241;-50.0165;EBIRD;2015;GBIF
5141;Crax fasciolata;NA;-9.68001;-50.2918;EBIRD;2015;GBIF
5142;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5143;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5144;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;1998;GBIF
5145;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5146;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5147;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5148;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5149;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5150;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5151;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;1998;GBIF
5152;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5153;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5154;Crax fasciolata;NA;-16.5044;-56.6752;EBIRD;2015;GBIF
5155;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5156;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5157;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2014;GBIF
5158;Crax fasciolata;NA;-17.1174;-56.9292;EBIRD;2014;GBIF
5159;Crax fasciolata;NA;-17.1174;-56.9292;EBIRD;2014;GBIF
5160;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2014;GBIF
5161;Crax fasciolata;NA;-16.8703;-56.8316;EBIRD;2014;GBIF
5162;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2014;GBIF
5163;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5164;Crax fasciolata;NA;-17.3551;-56.7719;EBIRD;2015;GBIF
5165;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2015;GBIF
5166;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
5167;Crax fasciolata;NA;-16.5266;-56.7429;EBIRD;2015;GBIF
5168;Crax fasciolata;NA;-17.1174;-56.9292;EBIRD;2015;GBIF
5169;Crax fasciolata;NA;-16.5272;-56.7562;EBIRD;2015;GBIF
5170;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5171;Crax fasciolata;NA;-16.5909;-56.709;EBIRD;2015;GBIF
5172;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2015;GBIF
5173;Crax fasciolata;NA;-17.3084;-56.7313;EBIRD;2015;GBIF
5174;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
5175;Crax fasciolata;NA;-16.5163;-56.7491;EBIRD;2015;GBIF
5176;Crax fasciolata;NA;-9.59704;-55.9469;EBIRD;2015;GBIF
5177;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5178;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5179;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2007;GBIF
5180;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2007;GBIF
5181;Crax fasciolata;NA;-9.24665;-55.988;EBIRD_CAN;2015;GBIF
5182;Crax fasciolata;NA;-9.59548;-55.9326;EBIRD;2015;GBIF
5183;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5184;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5185;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5186;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5187;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5188;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5189;Crax fasciolata;NA;-9.97865;-50.0357;EBIRD;2015;GBIF
5190;Crax fasciolata;NA;-9.97978;-50.034;EBIRD;2015;GBIF
5191;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5192;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5193;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5194;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5195;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5196;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5197;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5198;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5199;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD_CAN;2015;GBIF
5200;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5201;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2012;GBIF
5202;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2015;GBIF
5203;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5204;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5205;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5206;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5207;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5208;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5209;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5210;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5211;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5212;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5213;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5214;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5215;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2010;GBIF
5216;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5217;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5218;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5219;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5220;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5221;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD;2015;GBIF
5222;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5223;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5224;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5225;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5226;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5227;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5228;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5229;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5230;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5231;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5232;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5233;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5234;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5235;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5236;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5237;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5238;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5239;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5240;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5241;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5242;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5243;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5244;Crax fasciolata;NA;-9.59548;-55.9326;EBIRD;2015;GBIF
5245;Crax fasciolata;NA;-9.61079;-55.9372;EBIRD;2015;GBIF
5246;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5247;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5248;Crax fasciolata;NA;-16.5703;-56.724;EBIRD;2015;GBIF
5249;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5250;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5251;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5252;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2015;GBIF
5253;Crax fasciolata;NA;-10.032;-50.018;EBIRD;2014;GBIF
5254;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5255;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5256;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5257;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5258;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5259;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5260;Crax fasciolata;NA;-20.0858;-56.6154;EBIRD;2015;GBIF
5261;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5262;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD;2015;GBIF
5263;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5264;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD;2015;GBIF
5265;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD_CAN;2015;GBIF
5266;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5267;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5268;Crax fasciolata;NA;-9.59548;-55.9326;EBIRD;2015;GBIF
5269;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5270;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5271;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5272;Crax fasciolata;NA;-9.64243;-55.9222;EBIRD;2015;GBIF
5273;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2015;GBIF
5274;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5275;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD;2015;GBIF
5276;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5277;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2015;GBIF
5278;Crax fasciolata;NA;-16.5122;-56.7118;EBIRD;2015;GBIF
5279;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5280;Crax fasciolata;NA;-17.1174;-56.9292;EBIRD;2015;GBIF
5281;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5282;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5283;Crax fasciolata;NA;-16.5122;-56.7118;EBIRD;2015;GBIF
5284;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5285;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5286;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2015;GBIF
5287;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
5288;Crax fasciolata;NA;-17.3084;-56.7313;EBIRD;2015;GBIF
5289;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2015;GBIF
5290;Crax fasciolata;NA;-17.3551;-56.7719;EBIRD;2015;GBIF
5291;Crax fasciolata;NA;-16.5909;-56.709;EBIRD;2015;GBIF
5292;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2015;GBIF
5293;Crax fasciolata;NA;-17.1174;-56.9292;EBIRD;2015;GBIF
5294;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5295;Crax fasciolata;NA;-16.5266;-56.7429;EBIRD;2015;GBIF
5296;Crax fasciolata;NA;-16.5163;-56.7491;EBIRD;2015;GBIF
5297;Crax fasciolata;NA;-16.5272;-56.7562;EBIRD;2015;GBIF
5298;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2015;GBIF
5299;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD;2015;GBIF
5300;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
5301;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2015;GBIF
5302;Crax fasciolata;NA;-9.59871;-55.9367;EBIRD;2015;GBIF
5303;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5304;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5305;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5306;Crax fasciolata;NA;-9.61079;-55.9372;EBIRD;2015;GBIF
5307;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD_CAN;2015;GBIF
5308;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD_CAN;2015;GBIF
5309;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2015;GBIF
5310;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5311;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5312;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5313;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5314;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5315;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD_CAN;2015;GBIF
5316;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD_CAN;2015;GBIF
5317;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5318;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5319;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5320;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5321;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5322;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5323;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5324;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5325;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5326;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5327;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5328;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5329;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2015;GBIF
5330;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5331;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5332;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5333;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5334;Crax fasciolata;NA;-9.57328;-55.9215;EBIRD_CAN;2015;GBIF
5335;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5336;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5337;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5338;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5339;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5340;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5341;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5342;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5343;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5344;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
5345;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5346;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2015;GBIF
5347;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5348;Crax fasciolata;NA;-9.59677;-55.9315;EBIRD;2015;GBIF
5349;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5350;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5351;Crax fasciolata;NA;-17.3311;-56.5949;EBIRD;2015;GBIF
5352;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2015;GBIF
5353;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2015;GBIF
5354;Crax fasciolata;NA;-17.4582;-56.8232;EBIRD;2015;GBIF
5355;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2007;GBIF
5356;Crax fasciolata;NA;-16.546;-56.7101;EBIRD;2015;GBIF
5357;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5358;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5359;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
5360;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5361;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2015;GBIF
5362;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5363;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5364;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5365;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5366;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5367;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5368;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5369;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5370;Crax fasciolata;NA;-16.346;-55.863;EBIRD;2008;GBIF
5371;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5372;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5373;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5374;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5375;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2015;GBIF
5376;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2015;GBIF
5377;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2015;GBIF
5378;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2015;GBIF
5379;Crax fasciolata;NA;-10.356;-48.888;EBIRD;2015;GBIF
5380;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2007;GBIF
5381;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2007;GBIF
5382;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2012;GBIF
5383;Crax fasciolata;NA;-16.5122;-56.7118;EBIRD;2012;GBIF
