;species;subsp;lat;lon;collectionCode;year;basis
2011;Crax fasciolata;NA;-18.7793;-52.9873;EBIRD;2018;GBIF
2012;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2015;GBIF
2013;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2015;GBIF
2014;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2009;GBIF
2015;Crax fasciolata;NA;-19.5772;-56.1509;EBIRD;2018;GBIF
2016;Crax fasciolata;NA;-19.5772;-56.1509;EBIRD;2018;GBIF
2017;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2018;GBIF
2018;Crax fasciolata;NA;-16.5044;-56.6752;EBIRD;2009;GBIF
2019;Crax fasciolata;NA;-16.5044;-56.6752;EBIRD;2009;GBIF
2020;Crax fasciolata;NA;-16.6196;-56.7347;EBIRD;2018;GBIF
2021;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2017;GBIF
2022;Crax fasciolata;NA;-6.17452;-50.3495;EBIRD;2009;GBIF
2023;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2002;GBIF
2024;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2002;GBIF
2025;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2002;GBIF
2026;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;1997;GBIF
2027;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2018;GBIF
2028;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD_MO;2014;GBIF
2029;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD_MO;2014;GBIF
2030;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2031;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2018;GBIF
2032;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2009;GBIF
2033;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD;2018;GBIF
2034;Crax fasciolata;NA;-19.257;-55.7865;EBIRD;2018;GBIF
2035;Crax fasciolata;NA;-9.52953;-56.717;EBIRD;2007;GBIF
2036;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2037;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2018;GBIF
2038;Crax fasciolata;NA;-17.2754;-56.8804;EBIRD;2018;GBIF
2039;Crax fasciolata;NA;-18.261;-52.8884;EBIRD;1987;GBIF
2040;Crax fasciolata;NA;-20.4531;-54.5653;EBIRD;2018;GBIF
2041;Crax fasciolata;NA;-6.06996;-50.0724;EBIRD;2018;GBIF
2042;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2002;GBIF
2043;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;1994;GBIF
2044;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2009;GBIF
2045;Crax fasciolata;NA;-20.4489;-54.56;EBIRD;2018;GBIF
2046;Crax fasciolata;NA;-16.5044;-56.6752;EBIRD;2009;GBIF
2047;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2009;GBIF
2048;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;1997;GBIF
2049;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2050;Crax fasciolata;NA;-19.5452;-55.5618;EBIRD;2007;GBIF
2051;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD_BRA;2018;GBIF
2052;Crax fasciolata;NA;-9.57328;-55.9215;EBIRD_CAN;2018;GBIF
2053;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD_CAN;2018;GBIF
2054;Crax fasciolata;NA;-19.1556;-56.8822;EBIRD;2003;GBIF
2055;Crax fasciolata;NA;-16.2223;-57.7592;EBIRD;2015;GBIF
2056;Crax fasciolata;NA;-17.3061;-56.7166;EBIRD;2015;GBIF
2057;Crax fasciolata;NA;-21.3858;-54.3773;EBIRD;2018;GBIF
2058;Crax fasciolata;NA;-9.73866;-50.1882;EBIRD;2014;GBIF
2059;Crax fasciolata;NA;-21.4194;-56.3935;EBIRD_BRA;2018;GBIF
2060;Crax fasciolata;NA;-6.15655;-50.5901;EBIRD;2017;GBIF
2061;Crax fasciolata;NA;-19.7379;-56.8908;EBIRD;2007;GBIF
2062;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2009;GBIF
2063;Crax fasciolata;NA;-14.4703;-67.5202;EBIRD;2018;GBIF
2064;Crax fasciolata;NA;-19.5772;-56.1509;EBIRD;2018;GBIF
2065;Crax fasciolata;NA;-18.261;-52.8884;EBIRD;2018;GBIF
2066;Crax fasciolata;NA;-16.7481;-56.8539;EBIRD;2017;GBIF
2067;Crax fasciolata;NA;-17.409;-56.8324;EBIRD;2017;GBIF
2068;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2005;GBIF
2069;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2018;GBIF
2070;Crax fasciolata;NA;-9.73866;-50.1882;EBIRD;2014;GBIF
2071;Crax fasciolata;NA;-16.5122;-56.7118;EBIRD;2009;GBIF
2072;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2009;GBIF
2073;Crax fasciolata;NA;-18.0427;-47.8743;EBIRD;2018;GBIF
2074;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2075;Crax fasciolata;NA;-20.5669;-47.398;EBIRD;2018;GBIF
2076;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2018;GBIF
2077;Crax fasciolata;NA;-15.7335;-47.9249;EBIRD;2018;GBIF
2078;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2079;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2080;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2081;Crax fasciolata;NA;-17.1027;-56.943;EBIRD;2013;GBIF
2082;Crax fasciolata;NA;-17.3678;-56.7751;EBIRD;2018;GBIF
2083;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2084;Crax fasciolata;NA;-17.4094;-56.8266;EBIRD;2018;GBIF
2085;Crax fasciolata;NA;-17.1237;-56.9457;EBIRD;2018;GBIF
2086;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2087;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2088;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2089;Crax fasciolata;NA;-17.1237;-56.9457;EBIRD;2018;GBIF
2090;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2091;Crax fasciolata;NA;-21.4194;-56.3935;EBIRD_BRA;2018;GBIF
2092;Crax fasciolata;NA;-6.45214;-50.3138;EBIRD;2018;GBIF
2093;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2018;GBIF
2094;Crax fasciolata;NA;-18.261;-52.8884;EBIRD;2010;GBIF
2095;Crax fasciolata;NA;-9.40605;-50.0132;EBIRD;2018;GBIF
2096;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2005;GBIF
2097;Crax fasciolata;NA;-17.8174;-57.2989;EBIRD;2018;GBIF
2098;Crax fasciolata;NA;-17.5336;-56.9078;EBIRD;2018;GBIF
2099;Crax fasciolata;NA;-17.8311;-57.5541;EBIRD;2018;GBIF
2100;Crax fasciolata;NA;-17.8239;-57.3239;EBIRD;2018;GBIF
2101;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2018;GBIF
2102;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2103;Crax fasciolata;NA;-25.9832;-58.1649;EBIRD;2018;GBIF
2104;Crax fasciolata;NA;-9.40605;-50.0132;EBIRD;2018;GBIF
2105;Crax fasciolata;NA;-17.4582;-56.8232;EBIRD;2018;GBIF
2106;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD_QC;2018;GBIF
2107;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD_QC;2018;GBIF
2108;Crax fasciolata;NA;-16.7842;-56.844;EBIRD_QC;2018;GBIF
2109;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD_AU;2018;GBIF
2110;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2018;GBIF
2111;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2112;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2113;Crax fasciolata;NA;-17.409;-56.8324;EBIRD;2018;GBIF
2114;Crax fasciolata;NA;-19.9543;-56.3043;EBIRD;2018;GBIF
2115;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD;2018;GBIF
2116;Crax fasciolata;NA;-17.1027;-56.943;EBIRD;2018;GBIF
2117;Crax fasciolata;NA;-16.9051;-56.8497;EBIRD_QC;2018;GBIF
2118;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD_QC;2018;GBIF
2119;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD_QC;2018;GBIF
2120;Crax fasciolata;NA;-9.58882;-55.9402;EBIRD;2018;GBIF
2121;Crax fasciolata;NA;-21.1715;-56.4459;EBIRD;2018;GBIF
2122;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2018;GBIF
2123;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD;2018;GBIF
2124;Crax fasciolata;NA;-17.0274;-61.8625;EBIRD;2018;GBIF
2125;Crax fasciolata;NA;-9.25526;-49.9477;EBIRD;2018;GBIF
2126;Crax fasciolata;NA;-17.4582;-56.8232;EBIRD;2018;GBIF
2127;Crax fasciolata;NA;-20.4555;-54.5681;EBIRD_BRA;2018;GBIF
2128;Crax fasciolata;NA;-9.05418;-56.5863;EBIRD;2018;GBIF
2129;Crax fasciolata;NA;-20.4544;-54.5684;EBIRD;2018;GBIF
2130;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD_CAN;2018;GBIF
2131;Crax fasciolata;NA;-16.7842;-56.844;EBIRD_QC;2018;GBIF
2132;Crax fasciolata;NA;-9.59879;-55.9322;EBIRD;2018;GBIF
2133;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2134;Crax fasciolata;NA;-17.1027;-56.943;EBIRD;2018;GBIF
2135;Crax fasciolata;NA;-16.7486;-56.8642;EBIRD;2018;GBIF
2136;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2137;Crax fasciolata;NA;-16.3785;-56.6212;EBIRD;2018;GBIF
2138;Crax fasciolata;NA;-13.5559;-61.0096;EBIRD;2001;GBIF
2139;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD_CAN;2018;GBIF
2140;Crax fasciolata;NA;-17.2754;-56.8804;EBIRD;2018;GBIF
2141;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2009;GBIF
2142;Crax fasciolata;NA;-6.06071;-50.0608;EBIRD;2018;GBIF
2143;Crax fasciolata;NA;-9.35077;-49.9614;EBIRD;2018;GBIF
2144;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2002;GBIF
2145;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2018;GBIF
2146;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD;2018;GBIF
2147;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2018;GBIF
2148;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2018;GBIF
2149;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2150;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD;2005;GBIF
2151;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2018;GBIF
2152;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2018;GBIF
2153;Crax fasciolata;NA;-16.4809;-56.6926;EBIRD;2005;GBIF
2154;Crax fasciolata;NA;-16.4809;-56.6926;EBIRD;2005;GBIF
2155;Crax fasciolata;NA;-9.35077;-49.9614;EBIRD;2018;GBIF
2156;Crax fasciolata;NA;-9.31073;-49.9581;EBIRD;2018;GBIF
2157;Crax fasciolata;NA;-17.3222;-56.6756;EBIRD;2015;GBIF
2158;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2017;GBIF
2159;Crax fasciolata;NA;-17.3061;-56.7166;EBIRD;2017;GBIF
2160;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2017;GBIF
2161;Crax fasciolata;NA;-23.2953;-56.236;EBIRD;2006;GBIF
2162;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2163;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2018;GBIF
2164;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2165;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2018;GBIF
2166;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2018;GBIF
2167;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2017;GBIF
2168;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2169;Crax fasciolata;NA;-26.8058;-59.6139;EBIRD;2014;GBIF
2170;Crax fasciolata;NA;-16.7773;-57.6743;EBIRD;2015;GBIF
2171;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD;2018;GBIF
2172;Crax fasciolata;NA;-9.25526;-49.9477;EBIRD;2018;GBIF
2173;Crax fasciolata;NA;-9.03352;-56.6394;EBIRD;2018;GBIF
2174;Crax fasciolata;NA;-21.3349;-56.4481;EBIRD_BRA;2018;GBIF
2175;Crax fasciolata;NA;-20.4837;-56.7196;EBIRD;2018;GBIF
2176;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2017;GBIF
2177;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD_CAN;2018;GBIF
2178;Crax fasciolata;NA;-10.6126;-49.6408;EBIRD;2018;GBIF
2179;Crax fasciolata;NA;-17.4094;-56.8266;EBIRD;2018;GBIF
2180;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2181;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2182;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2183;Crax fasciolata;NA;-19.5885;-56.0882;EBIRD;2011;GBIF
2184;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2018;GBIF
2185;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2018;GBIF
2186;Crax fasciolata;NA;-17.3386;-56.7699;EBIRD;2018;GBIF
2187;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2018;GBIF
2188;Crax fasciolata;NA;-19.9526;-56.3044;EBIRD_WI;2002;GBIF
2189;Crax fasciolata;NA;-17.1237;-56.9457;EBIRD;2018;GBIF
2190;Crax fasciolata;NA;-25.932;-58.2185;EBIRD;2012;GBIF
2191;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD_CAN;2018;GBIF
2192;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2193;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;1987;GBIF
2194;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2195;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2196;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2197;Crax fasciolata;NA;-9.60079;-55.9228;EBIRD_CAN;2018;GBIF
2198;Crax fasciolata;NA;-25.932;-58.2185;EBIRD;2012;GBIF
2199;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2018;GBIF
2200;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2201;Crax fasciolata;NA;-16.5122;-56.7118;EBIRD;2011;GBIF
2202;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2203;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2018;GBIF
2204;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2205;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2009;GBIF
2206;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2207;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2018;GBIF
2208;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2009;GBIF
2209;Crax fasciolata;NA;-16.7564;-56.8531;EBIRD;2017;GBIF
2210;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2018;GBIF
2211;Crax fasciolata;NA;-16.7486;-56.8642;EBIRD;2017;GBIF
2212;Crax fasciolata;NA;-16.344;-56.6304;EBIRD;2017;GBIF
2213;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2214;Crax fasciolata;NA;-12.9194;-46.951;EBIRD;2018;GBIF
2215;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2216;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2217;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2218;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2219;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2220;Crax fasciolata;NA;-17.3678;-56.7751;EBIRD;2018;GBIF
2221;Crax fasciolata;NA;-19.5885;-56.0882;EBIRD;2015;GBIF
2222;Crax fasciolata;NA;-12.8935;-46.7726;EBIRD;2018;GBIF
2223;Crax fasciolata;NA;-10.4882;-49.8348;EBIRD;2018;GBIF
2224;Crax fasciolata;NA;-16.6196;-56.7347;EBIRD;2018;GBIF
2225;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2018;GBIF
2226;Crax fasciolata;NA;-17.3386;-56.7699;EBIRD;2018;GBIF
2227;Crax fasciolata;NA;-10.1791;-46.9079;EBIRD;2018;GBIF
2228;Crax fasciolata;NA;-19.0311;-57.385;EBIRD_WI;2002;GBIF
2229;Crax fasciolata;NA;-21.4918;-56.4032;EBIRD;2018;GBIF
2230;Crax fasciolata;NA;-9.40605;-50.0132;EBIRD;2018;GBIF
2231;Crax fasciolata;NA;-16.6196;-56.7347;EBIRD;2018;GBIF
2232;Crax fasciolata;NA;-21.0205;-56.622;EBIRD;2016;GBIF
2233;Crax fasciolata;NA;-16.4866;-56.7433;EBIRD;2018;GBIF
2234;Crax fasciolata;NA;-25.9832;-58.1649;EBIRD_ARG;2018;GBIF
2235;Crax fasciolata;NA;-9.31064;-49.9937;EBIRD;2018;GBIF
2236;Crax fasciolata;NA;-16.3501;-56.6448;EBIRD;2018;GBIF
2237;Crax fasciolata;NA;-14.2035;-64.9098;EBIRD;2018;GBIF
2238;Crax fasciolata;NA;-9.59753;-55.9315;EBIRD;2018;GBIF
2239;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD_QC;2018;GBIF
2240;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2241;Crax fasciolata;NA;-17.2992;-56.8381;EBIRD;2018;GBIF
2242;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2243;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2244;Crax fasciolata;NA;-16.5097;-56.7081;EBIRD;2018;GBIF
2245;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2246;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2247;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2248;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2249;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2250;Crax fasciolata;NA;-17.4094;-56.8266;EBIRD;2018;GBIF
2251;Crax fasciolata;NA;-20.0858;-56.6154;EBIRD;2018;GBIF
2252;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2253;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2018;GBIF
2254;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2255;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2018;GBIF
2256;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2005;GBIF
2257;Crax fasciolata;NA;-9.40605;-50.0132;EBIRD;2018;GBIF
2258;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2005;GBIF
2259;Crax fasciolata;NA;-18.0265;-47.8717;EBIRD;2018;GBIF
2260;Crax fasciolata;NA;-9.31064;-49.9937;EBIRD;2018;GBIF
2261;Crax fasciolata;NA;-20.1423;-49.3031;EBIRD_BRA;2018;GBIF
2262;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2018;GBIF
2263;Crax fasciolata;NA;-9.31064;-49.9937;EBIRD;2018;GBIF
2264;Crax fasciolata;NA;-17.2826;-56.6988;EBIRD;2018;GBIF
2265;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2266;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2267;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD_QC;2018;GBIF
2268;Crax fasciolata;NA;-9.05418;-56.5863;EBIRD;2018;GBIF
2269;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2270;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2018;GBIF
2271;Crax fasciolata;NA;-16.7481;-56.8575;EBIRD;2018;GBIF
2272;Crax fasciolata;NA;-16.5309;-56.6907;EBIRD;2008;GBIF
2273;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2274;Crax fasciolata;NA;-17.7091;-57.0378;EBIRD;2018;GBIF
2275;Crax fasciolata;NA;-15.7383;-47.9288;EBIRD;2018;GBIF
2276;Crax fasciolata;NA;-9.31064;-49.9937;EBIRD;2018;GBIF
2277;Crax fasciolata;NA;-9.57328;-55.9215;EBIRD;2018;GBIF
2278;Crax fasciolata;NA;-16.389;-56.6272;EBIRD;2018;GBIF
2279;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2280;Crax fasciolata;NA;-21.4194;-56.3935;EBIRD_BRA;2018;GBIF
2281;Crax fasciolata;NA;-25.9832;-58.1649;EBIRD;2018;GBIF
2282;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2018;GBIF
2283;Crax fasciolata;NA;-9.97933;-50.0365;EBIRD;2018;GBIF
2284;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2017;GBIF
2285;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD_QC;2018;GBIF
2286;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2287;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2017;GBIF
2288;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2289;Crax fasciolata;NA;-17.0274;-61.8625;EBIRD;2018;GBIF
2290;Crax fasciolata;NA;-17.0274;-61.8625;EBIRD;2018;GBIF
2291;Crax fasciolata;NA;-18.261;-52.8884;EBIRD;2010;GBIF
2292;Crax fasciolata;NA;-13.1628;-61.6494;EBIRD;2018;GBIF
2293;Crax fasciolata;NA;-17.3653;-56.7746;EBIRD;2018;GBIF
2294;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2295;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2296;Crax fasciolata;NA;-16.4569;-56.6913;EBIRD_BRA;2018;GBIF
2297;Crax fasciolata;NA;-17.4138;-56.5512;EBIRD;2018;GBIF
2298;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2299;Crax fasciolata;NA;-20.4489;-54.56;EBIRD_BRA;2018;GBIF
2300;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2018;GBIF
2301;Crax fasciolata;NA;-20.4489;-54.56;EBIRD_BRA;2018;GBIF
2302;Crax fasciolata;NA;-6.18629;-50.2786;EBIRD;2018;GBIF
2303;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2304;Crax fasciolata;NA;-21.4194;-56.3935;EBIRD_BRA;2018;GBIF
2305;Crax fasciolata;NA;-17.2754;-56.8804;EBIRD;2018;GBIF
2306;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2017;GBIF
2307;Crax fasciolata;NA;-17.4582;-56.8232;EBIRD;2018;GBIF
2308;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2009;GBIF
2309;Crax fasciolata;NA;-21.4194;-56.3935;EBIRD_BRA;2018;GBIF
2310;Crax fasciolata;NA;-9.31073;-49.9581;EBIRD;2018;GBIF
2311;Crax fasciolata;NA;-19.5557;-57.0386;EBIRD;2018;GBIF
2312;Crax fasciolata;NA;-9.59726;-55.9311;EBIRD;2018;GBIF
2313;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2314;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2315;Crax fasciolata;NA;-6.06071;-50.0608;EBIRD;2018;GBIF
2316;Crax fasciolata;NA;-20.7397;-56.731;EBIRD;2018;GBIF
2317;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2318;Crax fasciolata;NA;-9.63322;-55.9393;EBIRD;2018;GBIF
2319;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2320;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2321;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2322;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2323;Crax fasciolata;NA;-16.7581;-56.8772;EBIRD;2018;GBIF
2324;Crax fasciolata;NA;-16.7842;-56.844;EBIRD;2018;GBIF
2325;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2326;Crax fasciolata;NA;-16.5122;-56.7118;EBIRD;2011;GBIF
2327;Crax fasciolata;NA;-16.5031;-56.7453;EBIRD;2018;GBIF
2328;Crax fasciolata;NA;-16.5269;-56.7561;EBIRD;2018;GBIF
2329;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2017;GBIF
2330;Crax fasciolata;NA;-9.56669;-55.9139;EBIRD;2018;GBIF
2331;Crax fasciolata;NA;-16.0489;-46.2078;EBIRD;2018;GBIF
2332;Crax fasciolata;NA;-17.3645;-56.7751;EBIRD;2018;GBIF
2333;Crax fasciolata;NA;-20.0956;-55.9648;EBIRD;2018;GBIF
2334;Crax fasciolata;NA;-16.748;-56.8571;EBIRD;2018;GBIF
2335;Crax fasciolata;NA;-16.6196;-56.7347;EBIRD;2018;GBIF
2336;Crax fasciolata;NA;-16.3786;-56.6208;EBIRD;2018;GBIF
2337;Crax fasciolata;NA;-20.4489;-54.56;EBIRD;2018;GBIF
2338;Crax fasciolata;NA;-21.4613;-56.4397;EBIRD_BRA;2018;GBIF
2339;Crax fasciolata;NA;-20.4547;-54.5773;EBIRD;2018;GBIF
2340;Crax fasciolata;NA;-9.61459;-55.9322;EBIRD;2018;GBIF
2341;Crax fasciolata;NA;-6.18629;-50.2786;EBIRD;2018;GBIF
2342;Crax fasciolata;NA;-25.9832;-58.1649;EBIRD;2018;GBIF
2343;Crax fasciolata;NA;-21.4192;-56.393;EBIRD;2018;GBIF
2344;Crax fasciolata;NA;-16.6207;-56.7353;EBIRD;2018;GBIF
2345;Crax fasciolata;NA;-16.2737;-56.6244;EBIRD;2018;GBIF
2346;Crax fasciolata;NA;-21.4194;-56.3935;EBIRD_BRA;2018;GBIF
2347;Crax fasciolata;NA;-19.5875;-58.6992;EBIRD;2016;GBIF
2348;Crax fasciolata;NA;-17.3149;-56.7183;EBIRD;2018;GBIF
